Date,AAPL,MSFT,SPY,TLT,GLD
2019-04-24,134.868578,88.398564,216.526846,125.098948,145.103095
2019-04-25,135.407622,87.627194,216.220661,124.497602,146.694267
2019-04-26,135.83997,87.089166,215.797013,122.797317,146.829987
2019-04-29,136.353325,87.163582,215.127912,121.474324,145.165493
2019-04-30,137.333137,85.605789,214.012308,120.295088,144.439414
2019-05-01,136.291407,86.3024,213.55596,119.980735,143.309186
2019-05-02,133.714681,85.890775,211.188691,120.968868,144.292459
2019-05-03,134.754524,85.198787,208.116444,123.183093,145.677943
2019-05-06,133.762955,86.970544,208.970171,123.811026,147.177944
2019-05-07,133.067683,85.379606,207.294177,124.668262,144.531754
2019-05-08,133.461848,85.811548,208.631875,125.489011,144.249464
2019-05-09,138.355268,88.540449,213.044749,124.304017,145.420147
2019-05-10,137.144131,88.733344,211.206511,125.10168,145.740374
2019-05-13,136.156072,88.32313,212.154588,125.082748,145.977475
2019-05-14,138.161401,88.838769,214.496408,126.260787,146.853707
2019-05-15,137.904083,88.581818,214.137341,126.073492,145.770214
2019-05-16,136.716649,87.269956,214.19306,125.055526,148.29727
2019-05-17,144.04649,91.095505,223.038052,123.234439,147.469101
2019-05-20,144.752209,92.04935,223.21225,123.309414,147.102152
2019-05-21,143.239805,91.82423,221.827988,123.786298,148.569484
2019-05-22,143.88761,91.397103,220.983675,122.74653,147.343843
2019-05-23,142.645013,91.901031,221.020369,123.185846,145.900571
2019-05-24,139.456197,90.917565,218.348435,123.434285,146.771303
2019-05-27,137.887217,89.347298,213.743168,123.212292,145.211174
2019-05-28,140.922647,91.324597,216.753135,122.618819,145.509491
2019-05-29,141.168173,92.557023,215.570514,125.061034,148.680001
2019-05-30,142.835831,93.435706,215.107568,124.209926,148.4304
2019-05-31,144.446649,95.714185,216.900801,124.57664,150.253083
2019-06-03,140.916324,93.751384,214.140487,125.644153,148.14709
2019-06-04,141.612263,95.844671,213.401432,125.960365,148.328422
2019-06-05,137.846633,95.539396,212.59316,126.281588,148.145176
2019-06-06,134.730276,91.420093,208.337083,127.000749,147.491522
2019-06-07,136.000864,92.233654,209.966164,126.259465,145.39765
2019-06-10,134.433019,89.939819,207.703335,126.657967,145.4667
2019-06-11,137.187119,88.737223,208.138732,126.625745,142.842221
2019-06-12,134.588565,90.130429,208.658041,127.891028,141.585127
2019-06-13,136.967046,91.858605,211.451351,125.65223,143.388703
2019-06-14,138.919301,91.981026,214.447092,126.151325,144.741265
2019-06-17,138.822475,93.289059,214.162547,125.252052,144.024189
2019-06-18,146.078578,96.483327,216.908959,128.300907,144.979549
2019-06-19,148.195937,97.245776,218.062025,127.842287,147.235577
2019-06-20,146.028236,98.085556,218.099198,128.769356,146.384153
2019-06-21,141.789808,96.338335,211.733378,127.711488,145.167449
2019-06-24,142.882688,97.238745,212.384236,128.624412,146.85083
2019-06-25,141.377203,97.773453,210.280124,128.514838,147.319235
2019-06-26,140.652727,95.338036,207.853644,129.012669,147.331414
2019-06-27,139.212587,95.652759,207.620619,130.677639,149.125431
2019-06-28,136.348207,97.110512,207.187184,129.112002,149.970338
2019-07-01,136.139856,96.446167,207.275237,128.610234,147.336281
2019-07-02,136.008555,97.708738,206.577125,128.403886,147.254646
2019-07-03,136.675503,99.115722,207.559831,128.145604,146.763583
2019-07-04,132.165881,96.965752,202.693419,126.947136,146.702707
2019-07-05,137.950961,101.141582,206.397661,126.057383,148.924137
2019-07-08,135.166323,98.408501,202.664597,125.124709,149.488653
2019-07-09,132.330504,97.152872,200.141685,126.840207,149.134055
2019-07-10,134.017367,98.842105,200.909352,127.075514,150.382622
2019-07-11,133.25947,102.610207,202.274811,127.412536,149.551519
2019-07-12,137.010792,105.231992,207.406809,127.380868,150.486649
2019-07-15,141.318591,106.912248,210.090229,127.024525,151.009062
2019-07-16,138.807596,105.019892,209.336518,126.561968,148.421336
2019-07-17,140.981203,104.837067,211.57919,127.029687,148.799427
2019-07-18,140.468835,102.952488,209.726784,126.291485,147.569561
2019-07-19,137.264114,100.802948,206.48359,126.098073,146.287002
2019-07-22,135.97049,99.457235,206.066142,125.077015,143.595288
2019-07-23,134.638526,96.575099,205.479282,124.613753,142.65169
2019-07-24,135.189641,96.202775,203.516089,125.22738,142.130058
2019-07-25,137.306186,97.35087,203.865766,126.026384,141.706006
2019-07-26,136.761661,97.658005,205.649297,124.455093,142.748182
2019-07-29,140.002676,99.326981,207.080225,125.817136,144.180166
2019-07-30,142.898727,102.066144,210.163085,126.395048,144.119986
2019-07-31,146.179809,102.073251,211.216248,126.438898,144.506546
2019-08-01,146.858924,102.343658,209.876838,126.317861,141.808014
2019-08-02,152.944583,103.601258,212.025171,127.607328,141.880811
2019-08-05,149.904503,102.969644,213.139464,128.18984,144.80359
2019-08-06,146.65645,101.308828,211.449159,128.225003,144.108655
2019-08-07,146.974751,100.993935,212.502207,129.526223,146.274986
2019-08-08,145.88318,99.626937,207.401577,128.501807,146.847027
2019-08-09,147.853881,99.551153,207.214999,128.337593,146.781927
2019-08-12,151.737511,100.420996,208.133995,129.445496,145.476791
2019-08-13,155.680703,100.43606,206.816085,128.6796,146.591973
2019-08-14,155.433301,101.532519,205.457345,129.787083,148.354109
2019-08-15,159.11898,101.951119,208.129484,128.334675,149.727516
2019-08-16,155.311504,101.743919,206.419109,127.79062,150.831708
2019-08-19,155.396623,102.178066,206.716934,129.281674,151.618391
2019-08-20,149.463742,99.490388,201.862354,129.214364,148.872547
2019-08-21,148.39178,99.135676,199.947343,129.327101,145.818242
2019-08-22,145.380745,97.761132,198.126131,129.547455,145.153677
2019-08-23,146.985002,97.845243,198.752685,130.445994,144.914905
2019-08-26,147.815456,97.25599,196.294396,131.877247,142.938546
2019-08-27,146.947826,97.734229,196.31335,132.253879,142.13524
2019-08-28,143.49772,97.504179,193.424521,134.027019,143.179739
2019-08-29,143.616579,96.525452,192.012883,135.835396,142.939054
2019-08-30,143.424323,97.367404,192.718084,134.736846,143.276549
2019-09-02,142.538026,97.228482,192.461484,136.573586,143.919747
2019-09-03,139.793021,96.742826,190.801307,137.852374,144.789545
2019-09-04,138.929318,94.877263,189.097693,138.517413,144.547286
2019-09-05,139.944799,98.136671,191.325297,138.643653,145.453603
2019-09-06,139.6342,96.944052,190.202725,137.032743,145.642963
2019-09-09,137.24911,94.585967,189.309586,136.930502,147.04423
2019-09-10,135.342609,93.042653,187.735468,135.765533,144.848414
2019-09-11,139.959466,94.920814,190.907167,134.964364,145.91738
2019-09-12,141.19839,97.474014,193.891735,135.781954,145.911628
2019-09-13,137.445792,96.024742,189.325242,136.272251,146.659245
2019-09-16,135.814703,94.590705,188.171224,135.955721,145.202338
2019-09-17,138.48805,95.969245,188.52745,135.91445,143.380323
2019-09-18,138.559997,94.42294,189.254323,135.957912,145.154473
2019-09-19,136.808264,95.972977,189.235758,135.645601,145.052367
2019-09-20,138.619838,95.998357,189.626316,134.758004,146.282186
2019-09-23,138.099248,96.05695,188.169816,132.781227,146.518108
2019-09-24,139.355021,96.026448,189.139391,129.449701,142.691996
2019-09-25,141.654979,94.196927,190.412972,129.34997,143.34678
2019-09-26,139.507119,92.782156,191.159191,130.293976,145.73077
2019-09-27,140.572737,95.662681,192.030747,130.194421,146.138692
2019-09-30,144.521401,97.486934,194.439726,128.39437,148.278809
2019-10-01,141.712891,96.418658,192.920157,128.256186,149.018734
2019-10-02,142.653588,100.28502,195.52685,127.656437,148.281682
2019-10-03,137.97453,98.367572,194.577113,127.641159,146.851381
2019-10-04,140.174754,98.133506,195.486169,127.575968,147.662958
2019-10-07,139.896554,98.912463,196.758641,126.910746,148.709446
2019-10-08,136.895076,98.149611,196.048107,126.387503,150.053965
2019-10-09,142.81541,102.237728,200.203925,125.067693,148.227678
2019-10-10,146.780316,104.238052,203.316129,123.943574,149.99881
2019-10-11,148.270712,104.651915,205.465771,124.567205,151.051415
2019-10-14,145.963895,101.723562,202.150251,125.520938,149.611607
2019-10-15,142.174742,101.389255,202.165257,125.397886,148.906922
2019-10-16,143.674996,103.247549,205.435808,126.141479,151.890585
2019-10-17,137.642916,100.935264,200.486036,125.199016,149.91284
2019-10-18,141.885522,103.594533,202.030866,123.496003,148.284585
2019-10-21,140.354936,102.131338,198.895051,124.240789,146.003638
2019-10-22,138.56852,101.304382,198.804979,123.451119,144.887214
2019-10-23,138.796064,99.676533,199.462034,121.810365,145.784955
2019-10-24,141.5187,100.682626,200.722058,121.681279,146.368047
2019-10-25,139.324638,100.135492,199.406209,122.38313,147.654667
2019-10-28,142.259387,100.961809,202.558226,122.351286,147.147451
2019-10-29,143.159625,103.178998,202.428575,123.390018,147.145977
2019-10-30,141.784784,102.203642,200.23875,122.606769,148.324573
2019-10-31,140.968022,98.561744,199.578492,122.377267,147.974763
2019-11-01,137.167602,98.55663,200.752938,121.539566,146.681727
2019-11-04,141.434246,99.306966,202.636314,121.898732,146.151564
2019-11-05,142.723837,100.226224,201.831795,121.664985,147.991737
2019-11-06,142.558076,101.382138,202.187333,122.212957,146.84988
2019-11-07,147.663068,106.1397,206.592098,120.94963,146.70266
2019-11-08,143.499311,105.157669,203.33816,121.369873,147.175926
2019-11-11,145.137316,103.892214,201.963163,122.224634,147.354068
2019-11-12,145.529097,103.388173,201.994787,121.203665,146.158183
2019-11-13,147.510785,105.447797,201.732213,121.799333,144.732048
2019-11-14,145.292323,106.732407,202.324196,121.223809,142.71653
2019-11-15,144.602371,105.084955,200.510542,120.743562,143.473533
2019-11-18,141.075917,104.424625,199.524544,122.392407,143.947599
2019-11-19,139.763634,104.960485,200.945426,124.219339,143.194462
2019-11-20,139.478226,104.914586,200.498215,122.588296,141.189986
2019-11-21,138.756049,103.136583,199.225358,123.626686,144.075921
2019-11-22,136.466099,102.855924,195.672676,124.287171,142.945818
2019-11-25,136.102177,104.390006,194.015721,125.148455,142.936853
2019-11-26,137.352378,102.952344,194.178817,126.340049,142.85484
2019-11-27,138.89467,102.052764,192.79855,127.176995,141.859919
2019-11-28,141.242711,105.826769,194.504916,126.924183,142.604454
2019-11-29,140.539319,105.680305,193.641638,127.41082,142.266815
2019-12-02,141.21416,107.636157,195.788285,126.833017,141.748106
2019-12-03,139.650776,104.893372,190.880802,127.446418,142.17281
2019-12-04,136.921524,103.593946,186.948352,130.83384,145.371514
2019-12-05,136.461041,106.184479,189.675174,131.669214,144.854154
2019-12-06,134.447751,102.788201,188.162849,131.659042,143.826787
2019-12-09,134.252298,103.489195,189.982095,130.024428,142.766587
2019-12-10,131.25224,102.648114,186.035053,129.640025,140.127457
2019-12-11,131.425149,101.63649,185.747211,129.321074,139.991547
2019-12-12,131.485754,101.180584,184.555643,128.149172,141.474342
2019-12-13,126.515303,98.939432,181.406278,128.961985,140.876001
2019-12-16,129.230883,98.892372,183.706488,129.773735,140.627345
2019-12-17,132.348347,100.523179,187.996149,130.860378,141.107091
2019-12-18,130.505233,100.319939,186.762204,130.56751,140.268327
2019-12-19,132.705327,98.277024,185.533055,130.641142,139.190454
2019-12-20,130.904834,98.333347,184.819646,130.280361,139.743638
2019-12-23,128.551162,96.715463,182.026793,129.976941,139.246496
2019-12-24,129.270509,97.192325,182.498688,131.196497,140.610539
2019-12-25,133.224331,99.09477,185.989681,130.031826,140.835546
2019-12-26,132.513836,98.503694,185.138733,130.674825,141.242118
2019-12-27,134.27646,99.451306,186.697644,132.735492,141.677122
2019-12-30,135.971951,101.474706,188.982648,132.751854,141.895723
2019-12-31,135.39905,101.679791,190.033479,131.037888,140.177134
2020-01-01,137.218676,103.600275,190.171884,131.369335,138.762871
2020-01-02,133.33157,101.166472,186.869445,131.362002,138.981301
2020-01-03,134.992693,101.202539,187.026122,132.113658,140.108414
2020-01-06,143.673025,105.284923,192.474512,132.959941,141.985306
2020-01-07,145.774312,105.648916,191.004119,132.82614,141.848827
2020-01-08,143.941155,103.416305,189.11989,132.367835,140.971525
2020-01-09,142.795938,101.019285,186.98673,133.565738,142.098326
2020-01-10,142.548591,98.695813,185.228132,132.876589,141.376803
2020-01-13,139.110399,98.328318,183.476043,134.587124,142.806898
2020-01-14,139.488307,97.409476,182.908837,134.974235,142.266339
2020-01-15,140.603678,98.38001,185.433834,135.492814,143.668445
2020-01-16,138.189262,97.132125,183.452578,135.711196,145.844408
2020-01-17,143.886313,97.883573,186.67136,133.972471,143.085522
2020-01-20,142.546473,99.360926,186.73595,134.12539,142.986474
2020-01-21,145.409232,102.019179,189.670935,134.992055,144.910913
2020-01-22,144.151554,100.687232,187.649041,133.65547,142.679147
2020-01-23,139.154005,99.940269,185.909047,132.798783,139.870665
2020-01-24,139.48304,99.983475,185.583023,132.1794,140.800745
2020-01-27,141.033274,102.439709,188.237379,130.961524,141.194751
2020-01-28,142.673188,102.827208,189.514191,130.0046,139.082067
2020-01-29,142.163797,103.843389,189.984665,128.67359,137.88957
2020-01-30,142.302022,104.061473,189.301752,126.521318,137.463335
2020-01-31,139.119561,103.82785,188.919026,125.693904,136.92548
2020-02-03,138.231294,104.002217,190.41924,125.401694,137.854626
2020-02-04,139.392196,105.994399,190.551786,124.461429,137.473966
2020-02-05,139.466742,106.036827,189.628908,124.368991,137.26981
2020-02-06,139.346523,106.258784,191.782017,122.400659,137.501202
2020-02-07,139.257828,105.784864,193.007827,120.966828,139.129616
2020-02-10,137.039462,104.97158,193.784838,121.028412,140.15302
2020-02-11,138.619281,105.906191,195.925591,120.028093,141.19082
2020-02-12,142.276342,109.557367,199.498412,120.095943,142.514415
2020-02-13,139.278511,107.260558,196.872094,119.434425,144.043694
2020-02-14,138.281844,105.446708,196.722747,121.316523,144.819226
2020-02-17,140.795169,106.774304,197.457521,121.507385,146.80495
2020-02-18,143.199509,105.793424,196.687494,121.762491,146.905293
2020-02-19,147.181244,106.179707,200.969955,121.965986,146.304965
2020-02-20,145.426354,106.741061,201.286495,121.124835,143.552757
2020-02-21,142.313526,105.454107,199.646442,121.654518,142.057675
2020-02-24,142.39066,106.523255,200.190452,120.163253,141.859006
2020-02-25,146.268462,108.638917,201.09269,119.803675,141.174104
2020-02-26,139.783923,105.365689,196.492152,119.277868,142.804807
2020-02-27,139.242763,105.147,193.961616,121.274426,144.341908
2020-02-28,136.179071,98.936834,182.108401,122.158553,145.611914
2020-03-02,132.42713,95.937033,176.227322,121.974538,147.999869
2020-03-03,130.882391,93.536323,169.97086,122.002139,148.569928
2020-03-04,121.626106,92.375572,165.193501,122.39605,149.760749
2020-03-05,118.553874,90.760428,161.247889,124.589266,150.606171
2020-03-06,116.145248,87.484887,156.530491,125.101122,150.511813
2020-03-09,112.387868,83.026399,152.909384,126.731747,150.22887
2020-03-10,110.797845,81.648856,149.910696,127.774961,149.08233
2020-03-11,110.432222,79.609883,145.641747,128.172893,148.735988
2020-03-12,112.409462,76.270917,142.923273,127.143987,147.667672
2020-03-13,110.455869,74.928291,137.329045,125.986286,147.833243
2020-03-16,110.147169,75.013574,136.315708,125.226782,147.895486
2020-03-17,104.265286,70.500582,128.431911,128.271618,148.044163
2020-03-18,101.707395,68.48499,125.051357,129.46585,148.38973
2020-03-19,99.518983,67.528852,121.728963,130.01686,151.623498
2020-03-20,97.234858,65.338935,118.867669,130.165559,152.34326
2020-03-23,98.229824,64.396182,115.596224,132.281258,152.369633
2020-03-24,93.108148,61.330985,111.563844,133.920464,155.375918
2020-03-25,91.27226,60.748485,109.575446,136.041567,157.080801
2020-03-26,89.220553,58.426659,108.087006,136.971557,156.15743
2020-03-27,88.487343,59.45396,105.181803,136.631299,156.981692
2020-03-30,83.191032,56.915184,101.815089,137.209893,159.52248
2020-03-31,82.394528,54.095766,96.573986,137.736166,164.505871
2020-04-01,82.234257,51.907242,94.435905,137.069813,163.654475
2020-04-02,83.593346,52.856036,94.722825,137.329359,164.825064
2020-04-03,81.290851,52.74674,93.952749,137.831353,165.334774
2020-04-06,80.402086,52.608485,93.135817,137.021544,168.015086
2020-04-07,79.552807,52.375158,93.363419,137.386284,168.378975
2020-04-08,78.744686,51.556782,92.69376,137.587527,169.997281
2020-04-09,79.153898,51.159546,93.259766,136.461311,169.207683
2020-04-10,79.398751,51.541834,93.213927,136.486866,167.824749
2020-04-13,77.155835,50.899204,91.674254,137.113749,168.463385
2020-04-14,80.644207,52.62709,93.688194,135.10956,167.298885
2020-04-15,81.317789,53.132135,95.028216,135.126028,168.118777
2020-04-16,81.604344,53.007841,94.434864,135.94984,169.891287
2020-04-17,82.402251,53.705357,95.685992,134.46565,170.421507
2020-04-20,79.753598,52.356107,94.232771,135.918788,170.193402
2020-04-21,81.111777,52.742168,95.8984,133.230729,167.998464
2020-04-22,80.910148,51.883607,95.838545,132.950075,166.92742
2020-04-23,82.903977,53.278925,96.707836,131.947431,167.228504
2020-04-24,83.799032,54.119059,97.001474,130.615644,168.15067
2020-04-27,82.753948,53.193011,95.824486,130.962587,167.937447
2020-04-28,83.22814,52.766735,95.135748,131.242749,168.587144
2020-04-29,82.43127,51.512224,93.434817,130.325831,167.7438
2020-04-30,83.360581,53.331788,95.414821,129.917541,168.176194
2020-05-01,83.00264,53.102751,95.074498,130.169217,169.52382
2020-05-04,82.879286,53.454383,95.531956,130.529625,169.949444
2020-05-05,81.219262,53.001403,94.336961,131.511105,167.031903
2020-05-06,79.689614,52.814993,93.331916,131.908281,166.164559
2020-05-07,79.157173,52.326859,93.431669,132.252469,168.541611
2020-05-08,77.008779,50.879686,91.589657,131.459198,166.549263
2020-05-11,76.673391,51.157927,91.403669,131.958587,165.224883
2020-05-12,76.973917,50.883119,91.081201,133.196207,165.42374
2020-05-13,76.090822,51.301396,90.407395,133.166576,163.979786
2020-05-14,74.581822,51.371743,89.712023,131.64181,164.27836
2020-05-15,74.077013,51.070565,89.323818,131.418892,163.816357
2020-05-18,76.760492,51.800564,90.706086,130.73225,164.21859
2020-05-19,77.248192,51.728679,90.8413,129.297112,164.05667
2020-05-20,77.294043,51.525967,91.242537,129.351664,163.336242
2020-05-21,75.159758,50.679277,90.432065,130.501174,162.857464
2020-05-22,73.497297,50.462342,90.127465,130.729105,159.792261
2020-05-25,75.932353,52.578887,92.428263,131.276518,161.183207
2020-05-26,77.826491,52.950278,92.281569,131.855001,161.626524
2020-05-27,77.160829,54.350757,92.813646,131.335037,159.126482
2020-05-28,75.254633,52.762962,92.275718,131.254844,161.137755
2020-05-29,73.540661,52.10882,92.176795,131.719653,163.232014
2020-06-01,74.808394,52.725481,91.773302,131.481721,164.87006
2020-06-02,74.474572,53.036874,92.282682,132.341807,163.652944
2020-06-03,72.135773,52.057759,91.087822,132.022481,163.952046
2020-06-04,72.63206,51.966298,91.819162,132.96098,164.880515
2020-06-05,72.774905,52.369822,92.684052,132.293196,166.845197
2020-06-08,72.851758,52.39333,93.390655,132.344375,164.802886
2020-06-09,73.801968,51.897129,93.074075,131.099888,164.698074
2020-06-10,73.910164,51.830747,92.109079,132.098771,164.368037
2020-06-11,73.128885,50.988081,90.777883,133.59574,165.185183
2020-06-12,74.080212,51.143458,90.943428,133.276392,165.059593
2020-06-15,74.515652,50.890022,90.344669,133.625347,165.825012
2020-06-16,79.493052,53.380752,92.6515,133.198741,165.693121
2020-06-17,78.253796,52.902085,92.284487,133.413197,166.256755
2020-06-18,77.875802,51.763794,90.714156,134.004296,165.260719
2020-06-19,80.661643,54.524628,93.817944,132.814913,164.536248
2020-06-22,78.928148,53.328406,92.733325,132.440069,165.103494
2020-06-23,78.766232,53.627034,92.564753,133.675804,164.130407
2020-06-24,77.189031,52.535721,91.901124,134.857634,163.07108
2020-06-25,80.726223,53.425613,92.578376,136.380604,160.923271
2020-06-26,81.234078,53.743109,93.198457,134.921884,161.267643
2020-06-29,84.396179,54.866959,95.771203,135.528349,161.837776
2020-06-30,87.184683,56.058025,96.64124,136.114331,161.472158
2020-07-01,86.074122,55.628395,95.792394,135.24597,161.018304
2020-07-02,85.025333,55.307693,95.836044,135.052067,158.902242
2020-07-03,85.536661,56.715718,97.545299,135.682362,160.117655
2020-07-06,84.435434,56.422651,97.090505,137.13683,161.625945
2020-07-07,83.210918,55.166095,95.491963,136.277533,159.88695
2020-07-08,84.277331,56.356058,96.492142,136.811801,164.1248
2020-07-09,82.065339,55.680595,94.457432,136.519057,163.988777
2020-07-10,80.342284,55.4206,92.871988,136.662382,161.841377
2020-07-13,81.747477,56.752799,93.956197,137.075065,162.551111
2020-07-14,85.010349,57.716084,95.285037,135.535461,162.384035
2020-07-15,84.448017,56.475326,94.367016,135.430146,162.864973
2020-07-16,84.44364,55.988852,94.607407,135.967931,161.86873
2020-07-17,86.047494,56.344397,95.487076,135.46862,158.721017
2020-07-20,88.327517,57.633997,97.248201,134.334675,157.54944
2020-07-21,87.884483,57.536519,97.105443,134.224872,156.652987
2020-07-22,87.985437,57.464961,98.375518,135.738994,157.709493
2020-07-23,89.195885,58.732814,98.045243,135.008674,156.694727
2020-07-24,87.140319,59.510875,98.754979,134.823948,156.726097
2020-07-27,88.516596,60.962943,99.873592,134.936958,156.168212
2020-07-28,85.849448,60.436576,97.795494,134.365224,154.781321
2020-07-29,85.328544,59.538033,96.884355,133.207809,154.589274
2020-07-30,87.319033,60.137115,97.700239,133.634712,155.91766
2020-07-31,87.910038,59.766502,97.551232,133.899693,158.121567
2020-08-03,88.524744,60.731918,98.03645,132.438038,156.699113
2020-08-04,89.100218,62.244185,100.864155,132.271665,156.866482
2020-08-05,89.306018,61.777138,100.619703,131.43902,156.735327
2020-08-06,87.188027,60.764985,99.665215,132.305834,155.33777
2020-08-07,87.32201,59.735206,98.008562,134.082095,153.491267
2020-08-10,87.446317,58.731161,96.924096,133.771103,153.596573
2020-08-11,86.573233,58.711248,96.448441,135.128338,152.196756
2020-08-12,86.122295,58.343167,95.762534,134.917456,151.225353
2020-08-13,83.501776,56.32125,93.605883,135.148255,149.432501
2020-08-14,83.356983,56.496865,94.37497,134.773066,150.058321
2020-08-17,84.810212,57.377336,95.144379,133.391721,149.503588
2020-08-18,87.387736,58.885794,96.821037,133.223033,149.074117
2020-08-19,89.886528,58.853329,97.382591,132.029102,148.532361
2020-08-20,87.93608,58.977043,96.341576,132.392419,148.664671
2020-08-21,90.2111,58.634167,97.117334,130.615772,147.297275
2020-08-24,89.196468,58.885888,95.929863,132.537444,145.872669
2020-08-25,87.329147,57.287853,95.48316,131.612013,146.106254
2020-08-26,89.280259,58.435497,97.736368,130.921312,148.005482
2020-08-27,94.069952,60.120529,100.011501,129.88059,148.5164
2020-08-28,95.910887,59.675634,101.28709,129.711584,147.916419
2020-08-31,96.46383,59.697159,101.82973,130.49356,147.530007
2020-09-01,95.168869,59.807276,101.440503,129.909751,148.875767
